Number of Temporary Foreign Worker (TFW) Positions on Positive Labour Market Impact Assessments (LMIAs) by Census subdivision (CSD) and Province/Territory,,,,,,,,,
Province/Territory,CSD,2016,2017,2018,2019,2020,2021,2022,2023
,4709075-Livingston No. 331,0,0,0,1,0,1,0,0
,4710004-Ituna,0,0,0,0,0,3,0,5
,4710009-Kelliher,1,0,0,4,2,0,0,1
,4710022-Semans,0,0,0,0,1,1,0,0
,4710027-Raymore,0,0,0,0,0,0,0,1
,4710036-Foam Lake No. 276,0,0,3,0,0,0,0,0
,4710038-Foam Lake,0,1,0,1,0,1,2,2
,4710046-Big Quill No. 308,0,0,0,2,0,0,8,1
,4710052-Prairie Rose No. 309,0,0,0,0,0,1,0,2
,4710056-Leroy No. 339,1,0,0,0,0,0,0,0
,4710058-Leroy,0,0,0,1,5,0,7,15
,4710062-Watson,5,4,10,36,4,18,5,7
,4710064-Quill Lake,2,6,1,13,17,6,11,8
,4710068-Wadena,0,4,3,3,15,3,6,11
,4710071-Sasman No. 336,0,0,0,0,0,0,0,1
,4711002-Duval,0,0,1,0,0,0,0,0
,4711004-Govan,0,1,1,1,0,0,0,0
,4711008-Imperial,1,0,0,0,0,0,3,0
,4711014-Davidson,0,0,0,2,0,1,7,2
,4711018-Loreburn No. 254,0,0,0,0,0,0,2,2
,4711019-Elbow,3,1,0,0,4,1,4,1
,4711026-Rudy No. 284,0,1,0,1,1,1,1,8
,4711027-Outlook,49,60,62,54,62,72,41,82
,4711036-Kenaston,0,0,0,0,0,0,5,0
,4711038-Bladworth,1,1,3,2,6,5,7,9
,4711039-Wood Creek No. 281,0,0,0,0,1,2,1,0
,4711048-Drake,0,0,1,0,0,2,0,0
,4711049-Lanigan,0,1,0,0,0,0,3,2
,4711053-Watrous,1,0,1,3,0,0,8,6
,4711054-Manitou Beach,0,0,0,0,0,0,0,4
,4711061-Dundurn No. 314,0,2,1,3,0,0,0,7
,4711065-Corman Park No. 344,9,8,9,10,7,6,4,24
,4711066-Saskatoon,145,139,224,147,158,201,436,577
,4711067-Langham,0,0,0,0,0,0,0,2
,4711068-Warman,12,1,16,14,13,19,29,32
,4711069-Blucher No. 343,11,9,11,22,1,11,24,24
,4711070-Martensville,0,1,2,3,1,1,8,11
,4711072-Allan,0,0,3,0,0,0,0,0
,4711075-Osler,0,1,8,0,3,20,1,15
,4711079-Colonsay,1,1,1,0,0,0,0,0
,4711091-Viscount No. 341,0,2,4,4,3,2,3,2
,4712004-St. Andrews No. 287,0,0,0,0,0,1,0,0
,4712006-Rosetown,1,0,5,3,5,1,10,12
,4712012-Milden,2,0,0,2,0,0,3,4
,4712016-Dinsmore,1,0,1,0,0,0,0,0
,4712020-Fertile Valley No. 285,2,0,0,1,0,0,0,0
,4712026-Montrose No. 315,4,2,0,4,0,1,7,2
,4712038-Mountain View No. 318,0,0,0,3,3,2,4,3
,4712046-Biggar,2,1,3,12,3,1,7,9
,4712054-Vanscoy No. 345,4,6,12,0,1,2,2,0
,4712059-Asquith,0,0,0,0,0,1,0,0
,4712064-Eagle Creek No. 376,2,0,0,13,6,1,5,0
,4712079-Battleford,2,3,5,2,1,4,4,30
,4713006-Kindersley No. 290,0,0,0,0,0,0,1,0
,4713008-Kindersley,8,7,3,9,11,8,37,33
,4713011-Milton No. 292,1,0,2,2,0,0,0,0
,4713026-Coleville,0,0,1,0,0,0,0,0
,4713028-Winslow No. 319,2,0,2,5,0,0,4,0
,4713032-Grandview No. 349,0,0,0,0,0,3,4,0
,4713042-Kerrobert,2,0,0,4,0,3,2,5
,4713044-Luseland,1,0,1,0,0,1,0,0
,4713046-Heart's Hill No. 352,0,0,0,0,0,0,1,3
,4713049-Eye Hill No. 382,0,1,0,0,0,0,2,14
,4713051-Macklin,2,0,0,1,0,0,3,1
,4713069-Wilkie,0,0,1,1,0,0,0,1
,4713074-Unity,1,0,0,5,1,4,7,3
,4713076-Senlac No. 411,0,0,0,0,2,2,3,4
,4713091-Marsden,0,0,0,0,0,0,1,0
,4713092-Hillsdale No. 440,0,0,7,5,5,5,6,9
,4713098-Cut Knife,3,6,2,6,3,5,5,5
,4713836-Little Pine 116,1,0,0,1,0,1,0,0
,4714004-Hudson Bay,4,5,2,3,3,2,1,2
,4714006-Porcupine No. 395,0,0,0,0,1,0,0,0
,4714007-Porcupine Plain,12,10,10,22,14,24,25,28
,4714022-Kelvington,0,0,1,3,2,4,8,7
,4714025-Fosston,0,0,0,0,1,0,0,0
,4714026-Spalding No. 368,0,0,28,0,0,5,3,0
,4714032-Naicam,0,0,0,1,0,0,0,0
,4714034-Barrier Valley No. 397,2,0,3,7,0,0,8,0
,4714035-Pleasantdale No. 398,11,15,9,21,15,5,12,29
,4714038-Bjorkdale No. 426,0,0,0,0,2,2,0,1
,4714043-Tisdale No. 427,0,0,0,0,0,0,0,1
,4714044-Tisdale,0,0,0,4,1,1,8,9
,4714051-Melfort,6,18,9,21,14,11,31,76
,4714056-Connaught No. 457,31,27,36,44,34,30,34,115
,4714067-Moose Range No. 486,4,5,7,7,6,6,0,27
,4714069-Carrot River,10,7,10,10,11,6,5,14
,4714072-Nipawin No. 487,0,0,0,0,0,0,0,2
,4714073-Aylsham,17,7,14,14,18,13,2,5
,4714076-Nipawin,19,14,16,17,14,21,26,44
,4714077-Torch River No. 488,0,0,2,2,2,1,2,0
,4715001-St. Peter No. 369,0,0,0,0,0,0,5,0
,4715008-Humboldt,31,25,22,26,24,13,28,22
,4715011-Bayne No. 371,3,8,13,8,0,20,8,7
,4715017-Vonda,1,0,0,0,0,0,0,0
,4715018-Aberdeen No. 373,2,2,3,3,3,3,3,0
,4715026-Laird No. 404,0,0,0,7,8,4,16,0
,4715027-Hepburn,0,0,0,0,0,1,0,0
,4715032-Rosthern,0,3,0,0,9,0,0,2
,4715038-Alvena,0,1,1,2,0,0,0,0
,4715049-St. Brieux,1,1,0,0,0,0,1,6
,4715054-Invergordon No. 430,0,2,2,6,4,9,8,27
,4715057-St. Louis No. 431,0,0,0,2,0,0,0,0
,4715062-Duck Lake,0,0,1,0,0,0,2,3
,4715064-Prince Albert No. 461,0,2,2,3,0,0,1,1
,4715066-Prince Albert,18,13,5,9,4,7,34,28
,4715070-Candle Lake,0,0,1,0,0,0,4,2
,4715074-Kinistino,20,16,6,20,16,15,26,21
,4715075-Lakeland No. 521,1,0,0,0,1,0,1,1
,4715844-One Arrow 95,0,0,0,1,2,6,10,9
,4715847-Muskoday First Nation,0,0,0,0,0,0,1,0
,4716005-Mayfield No. 406,0,1,1,0,0,0,0,0
,4716009-Radisson,1,1,1,3,1,1,5,1
,4716011-Borden,0,2,0,1,0,0,0,0
,4716016-Blaine Lake,0,0,0,1,0,0,0,0
,4716022-Hafford,0,0,0,0,0,0,0,1
,4716023-Douglas No. 436,0,2,0,2,2,0,4,4
,4716026-Richard,1,2,0,7,3,0,0,0
,4716029-North Battleford,18,12,18,19,12,40,43,72
,4716041-Leask No. 464,7,12,7,6,27,8,25,29
,4716047-Shellbrook,11,44,8,32,38,29,27,66
,4716053-Prince Albert National Park,0,0,0,0,0,0,4,0
,4716054-Debden,0,0,0,0,0,0,1,0
,4716056-Spiritwood No. 496,0,0,1,0,1,0,0,2
,4716058-Spiritwood,0,2,1,0,0,3,1,2
,4716062-Medstead No. 497,0,2,2,2,0,1,2,2
,4716072-Big River,4,1,6,9,0,9,1,5
,4716860-Ahtahkakoop 104,0,0,4,0,0,0,0,0
,4716863-Chitek Lake 191,0,0,1,3,1,2,1,7
,4717006-Meota,0,0,2,0,0,3,3,3
,4717018-Maidstone,2,5,1,3,3,9,6,4
,4717024-Lashburn,0,1,1,2,1,1,3,1
,4717029-Lloydminster (Part),19,16,19,12,16,4,11,7
,4717032-Frenchman Butte No. 501,1,2,0,0,1,0,2,4
,4717036-St. Walburg,4,4,3,3,0,3,2,2
,4717041-Turtleford,1,1,0,0,1,0,0,0
,4717045-Mervin No. 499,1,0,0,0,0,0,0,1
,4717047-Parkdale No. 498,1,0,0,1,0,0,0,0
,4717052-Meadow Lake,8,15,11,6,10,7,20,38
,4717062-Beaver River No. 622,0,4,1,1,0,0,2,0
,4717807-Makwa Lake 129B,0,0,5,5,12,7,2,35
,4717812-Moosomin 112B,0,2,0,0,1,1,1,0
,4718021-Green Lake,0,0,1,0,0,0,1,0
,4718033-Beauval,0,0,0,0,0,0,3,3
,4718041-La Ronge,0,3,0,4,0,1,6,1
,4718051-Creighton,0,0,0,1,0,0,1,0
,4718058-Sandy Bay,0,1,1,0,0,0,0,0
,4718065-Pinehouse,0,0,0,0,0,1,0,0
,4718070-Buffalo Narrows,0,0,0,0,0,0,2,0
,4718074-La Loche,0,0,1,0,0,0,0,0
,4718100-Stony Rapids,0,0,0,0,0,0,2,0
,4718808-Morin Lake 217,1,0,1,0,0,0,1,0
,4718822-Southend 200,1,2,2,3,2,2,2,4
,4718832-Lac La Hache 220,0,0,0,0,0,0,0,1
,Unspecified,181,93,12,21,3,9,57,58
Total,,"1,166","1,090","1,098","1,466","1,164","1,218","2,447","3,124"
Alberta,3520005-Toronto,0,0,0,0,0,0,1,0
,4801003-Cypress County,57,61,39,81,40,11,85,41
,4801006-Medicine Hat,223,68,121,114,90,301,174,454
,4801008-Forty Mile County No. 8,12,19,1,8,0,15,1,14
,4801014-Bow Island,2,0,1,2,2,0,12,27
,4801018-Redcliff,261,271,277,370,293,281,194,670
,4802001-Warner County No. 5,1,5,4,3,1,1,1,5
,4802006-Warner,0,3,0,4,0,0,2,4
,4802008-Raymond,2,2,0,0,0,1,0,0
,4802009-Stirling,0,0,0,3,1,1,0,0
,4802011-Lethbridge County,140,247,246,292,305,412,459,544
,4802012-Lethbridge,111,76,90,83,60,59,240,301
,4802013-Coalhurst,3,4,7,3,2,6,15,9
,4802014-Nobleford,6,3,0,3,2,0,4,1
,4802019-Coaldale,48,64,85,91,97,60,102,108
,4802021-Taber,67,84,47,59,43,58,123,82
,4802022-Taber,119,100,84,77,53,102,132,125
,4802031-Newell County,37,16,41,55,38,44,41,48
,4802034-Brooks,110,235,138,265,285,130,384,217
,4802036-Duchess,0,0,1,0,0,1,0,0
,4802039-Bassano,2,21,33,24,35,18,26,6
,4803001-Cardston County,2,5,3,4,0,2,3,2
,4803002-Magrath,0,20,1,17,14,1,5,8
,4803003-Improvement District No. 4 Waterton,0,2,0,0,0,0,0,3
,4803004-Cardston,5,7,2,3,1,8,8,12
,4803011-Pincher Creek No. 9,0,2,0,0,2,0,0,0
,4803014-Pincher Creek,3,9,14,44,6,8,38,21
,4803018-Willow Creek No. 26,4,19,39,20,18,23,19,21
,4803019-Fort Macleod,8,25,50,46,44,27,73,50
,4803022-Claresholm,24,10,19,21,10,7,30,20
,4803026-Nanton,6,18,5,13,9,16,12,32
,4803801-Piikani 147,0,1,0,1,0,1,0,2
,4803802-Blood 148,2,1,1,6,7,1,6,13
,4804001-Acadia No. 34,0,0,0,1,0,0,1,2
,4804004-Special Area No. 2,0,1,0,1,1,0,0,0
,4804006-Empress,0,0,0,2,0,3,4,8
,4804011-Hanna,3,2,10,2,0,8,24,19
,4804012-Special Area No. 3,22,23,25,23,21,18,23,29
,4804019-Youngstown,0,0,1,0,3,1,0,1
,4804020-Special Area No. 4,8,10,6,30,0,28,16,0
,4804022-Consort,3,2,2,5,1,4,9,15
,4805001-Vulcan County,2,1,1,0,2,7,15,12
,4805006-Vulcan,5,5,3,3,5,12,17,12
,4805008-Lomond,8,11,6,1,13,8,11,0
,4805012-Wheatland County,58,59,39,76,58,82,100,143
,4805018-Strathmore,49,45,31,54,62,25,90,100
,4805021-Standard,13,15,26,16,11,13,12,12
,4805022-Rockyford,0,1,0,0,0,0,0,1
,4805026-Drumheller,15,2,23,7,12,14,25,10
,4805031-Starland County,17,17,34,2,17,18,34,51
,4805041-Kneehill County,0,0,0,0,1,0,2,0
,4805044-Acme,9,12,8,13,17,16,72,68
,4805046-Linden,3,0,2,4,3,5,12,14
,4805048-Three Hills,10,22,17,41,22,32,19,40
,4805802-Siksika 146,1,2,1,4,2,0,3,1
,4806001-Foothills No. 31,64,74,69,90,61,67,82,121
,4806006-High River,111,89,115,113,70,68,220,315
,4806008-Longview,1,3,3,5,3,4,4,9
,4806009-Turner Valley,2,5,2,0,4,0,2,3
,4806011-Black Diamond,4,2,2,3,2,3,6,14
,4806012-Okotoks,74,53,42,58,36,39,92,159
,4806014-Rocky View County,112,129,122,203,158,127,461,528
,4806016-Calgary,"1,980","1,816","1,745","2,714","1,551","1,655","5,490","6,956"
,4806017-Chestermere,23,18,42,80,42,35,82,96
,4806019-Cochrane,46,34,43,51,25,23,149,80
,4806021-Airdrie,69,67,62,115,61,45,228,303
,4806022-Irricana,0,1,0,0,1,2,1,2
,4806024-Beiseker,1,1,2,4,1,3,0,2
,4806026-Crossfield,5,20,44,25,34,62,13,107
,4806028-Mountain View County,3,7,11,11,7,12,7,24
,4806029-Carstairs,2,3,3,4,2,6,7,4
,4806031-Cremona,0,0,0,0,0,0,0,1
,4806032-Didsbury,4,5,21,19,24,33,33,25
,4806034-Olds,22,24,24,38,38,23,48,83
,4806036-Sundre,5,4,10,8,12,11,29,24
,4806804-Tsuu T'ina Nation 145 (Sarcee 145),0,0,0,0,0,0,1,12
,4807001-Provost No. 52,4,9,3,13,5,4,4,11
,4807002-Provost,5,4,6,8,7,4,26,15
,4807011-Paintearth County No. 18,0,2,0,0,0,0,1,0
,4807012-Coronation,0,0,1,2,3,1,0,4
,4807014-Castor,0,1,0,1,0,1,0,1
,4807019-Stettler County No. 6,6,1,4,0,1,2,0,1
,4807026-Stettler,12,12,17,12,16,18,48,54
,4807029-Donalda,1,1,0,2,2,0,0,2
,4807031-Flagstaff County,1,1,1,1,0,1,0,0
,4807036-Forestburg,0,1,1,1,0,1,2,1
,4807039-Daysland,1,1,0,0,0,1,0,1
,4807042-Killam,2,0,0,3,0,0,1,2
,4807049-Wainwright No. 61,1,1,6,1,5,0,1,14
,4807051-Chauvin,1,0,1,0,0,0,0,0
,4807052-Edgerton,0,0,1,0,2,0,2,1
,4807054-Wainwright,35,19,13,18,14,22,45,61
,4808001-Red Deer County,108,130,185,193,150,139,216,372
,4808005-Jarvis Bay,0,0,0,1,0,0,0,0
,4808008-Innisfail,12,7,11,19,9,9,30,17
,4808011-Red Deer,130,151,125,140,100,125,452,309
,4808012-Sylvan Lake,39,13,10,25,7,28,61,82
,4808013-Norglenwold,0,2,0,0,0,0,0,0
,4808022-Lacombe County,1,0,1,1,2,5,5,20
,4808023-Birchcliff,0,0,0,2,0,0,1,2
,4808024-Eckville,5,3,1,7,1,5,8,5
,4808026-Bentley,2,3,2,9,9,6,14,12
,4808029-Blackfalds,18,52,24,21,24,26,104,98
,4808031-Lacombe,24,19,11,16,30,15,85,57
,4808032-Clive,2,1,2,2,2,1,0,2
,4808038-Ponoka County,15,22,26,26,54,39,88,60
,4808039-Ponoka,29,21,18,26,22,24,77,63
,4808044-Rimbey,6,7,7,13,6,7,29,29
,4809002-Clearwater County,12,4,1,13,6,2,10,6
,4809015-Rocky Mountain House,21,27,13,22,9,21,48,62
,4809810-Big Horn 144A,0,0,0,1,0,1,2,10
,4810001-Camrose County,5,8,9,7,15,15,11,25
,4810002-Bashaw,2,0,5,2,1,1,0,1
,4810011-Camrose,43,44,33,73,16,34,115,108
,4810014-Hay Lakes,4,12,19,25,15,19,21,34
,4810016-Beaver County,8,13,13,12,12,14,29,26
,4810021-Holden,0,0,2,1,0,7,6,12
,4810022-Viking,4,7,1,6,3,8,12,11
,4810026-Minburn County No. 27,6,4,7,1,3,4,3,0
,4810028-Vegreville,13,16,16,28,16,16,38,31
,4810034-Mannville,0,0,0,1,1,0,0,2
,4810036-Vermilion River County,1,6,6,10,1,7,9,15
,4810039-Lloydminster (Part),45,28,39,39,36,22,123,110
,4810041-Kitscoty,1,3,1,3,0,1,3,0
,4810042-Vermilion,17,7,13,14,3,14,64,22
,4810048-Two Hills County No. 21,1,0,2,3,0,1,5,1
,4810052-Two Hills,0,3,2,1,9,2,16,13
,4810056-Willingdon,0,0,1,0,0,0,0,4
,4810058-Lamont County,10,4,5,5,3,27,4,3
,4810061-Mundare,1,19,24,15,10,15,16,22
,4810064-Lamont,3,1,2,5,0,5,7,3
,4810066-Bruderheim,4,5,3,12,7,11,4,10
,4811001-Wetaskiwin County No. 10,16,7,8,10,8,7,9,11
,4811002-Wetaskiwin,36,14,25,53,32,22,79,54
,4811012-Leduc County,37,26,43,67,19,31,173,270
,4811013-Beaumont,35,29,24,45,30,31,85,124
,4811016-Leduc,122,80,82,106,77,83,279,367
,4811018-Devon,16,11,4,8,4,13,33,26
,4811019-Calmar,11,14,6,6,12,13,14,18
,4811021-Thorsby,1,5,0,2,2,8,15,5
,4811031-Drayton Valley,41,26,24,30,12,20,73,50
,4811032-Brazeau County,7,8,5,8,9,8,8,33
,4811034-Parkland County,67,60,97,58,59,42,118,152
,4811038-Seba Beach,0,8,11,0,0,0,0,4
,4811048-Stony Plain,23,20,10,15,12,13,62,62
,4811049-Spruce Grove,60,57,43,85,75,65,200,313
,4811052-Strathcona County,122,135,90,275,92,137,440,484
,4811056-Fort Saskatchewan,105,54,61,57,29,50,172,137
,4811059-Sturgeon County,100,87,97,132,133,125,133,166
,4811061-Edmonton,"1,901","1,832","1,750","3,110","1,552","1,956","5,719","6,683"
,4811062-St. Albert,128,103,82,81,57,83,263,199
,4811064-Gibbons,11,9,5,10,6,10,11,13
,4811065-Redwater,30,23,3,14,6,7,19,16
,4811068-Morinville,21,19,4,17,5,2,17,42
,4811069-Legal,6,1,2,0,2,2,9,10
,4811801-Ermineskin 138,1,2,2,2,2,0,2,2
,4811802-Pigeon Lake 138A,0,1,0,0,0,0,0,0
,4811803-Louis Bull 138B,10,10,20,11,11,11,4,31
,4811804-Stony Plain 135,0,1,0,0,0,1,0,0
,4811806-Wabamun 133A,3,2,2,1,1,0,7,8
,4812002-Cold Lake,36,40,32,57,41,33,72,101
,4812004-Bonnyville No. 87,11,14,11,15,6,8,5,10
,4812009-Bonnyville,45,48,44,46,56,31,74,100
,4812014-St. Paul County No. 19,2,1,0,1,1,1,0,0
,4812016-Elk Point,8,6,7,7,3,3,7,4
,4812018-St. Paul,33,24,11,24,17,15,54,48
,4812022-Smoky Lake County,62,48,67,78,101,68,66,156
,4812037-Lac la Biche County,17,28,15,14,29,27,64,62
,4812802-Unipouheos 121,3,0,0,0,0,0,0,0
,4812811-Kehewin 123,0,1,0,0,0,0,0,0
,4813001-Lac Ste. Anne County,5,3,6,2,1,3,7,26
,4813002-Mayerthorpe,7,8,5,4,4,5,15,16
,4813012-Alberta Beach,1,0,0,0,0,1,1,3
,4813014-Onoway,3,5,6,10,2,4,7,4
,4813018-Barrhead County No. 11,4,3,1,5,2,2,4,4
,4813019-Barrhead,19,25,41,33,29,28,47,92
,4813028-Westlock County,55,47,92,62,50,61,78,140
,4813029-Woodlands County,0,0,0,0,1,0,1,0
,4813030-Whitecourt,23,38,24,50,29,31,83,68
,4813031-Westlock,26,15,16,36,11,17,45,52
,4813036-Thorhild County,12,7,6,16,7,4,19,18
,4813044-Athabasca County,34,41,48,61,55,55,63,84
,4813046-Boyle,13,15,4,7,10,1,5,9
,4813048-Athabasca,16,13,2,27,9,10,31,33
,4814003-Yellowhead County,11,26,29,18,14,18,44,40
,4814019-Hinton,36,33,35,73,29,34,89,92
,4814024-Edson,29,30,27,47,19,35,108,60
,4815007-Crowsnest Pass,1,5,10,10,6,6,32,14
,4815013-Kananaskis,5,1,9,30,3,15,8,11
,4815015-Bighorn No. 8,0,2,1,11,2,0,6,7
,4815023-Canmore,47,45,56,99,75,75,240,197
,4815032-Improvement District No. 9 Banff,7,16,10,21,16,10,46,49
,4815033-Jasper,66,52,36,65,29,32,116,122
,4815035-Banff,76,96,73,142,60,43,451,188
,"4815802-Stoney 142, 143, 144",1,0,0,7,2,6,10,5
,4816037-Wood Buffalo,265,367,318,270,135,205,470,632
,4816817-Janvier 194,0,0,1,1,0,0,0,0
,4816859-Fort Mackay,7,2,2,0,1,0,30,8
,4816860-Thebathi 196,0,0,1,1,4,0,0,0
,4817021-High Prairie,18,12,13,17,10,6,18,50
,4817024-Swan Hills,0,1,0,4,1,2,7,8
,4817026-Northern Sunrise County,6,22,10,30,16,16,40,12
,4817027-Big Lakes County,0,0,0,0,1,1,1,7
,4817029-Slave Lake,35,27,39,67,26,40,91,123
,4817031-Opportunity No. 17,13,10,8,18,13,20,47,44
,4817033-Lesser Slave River No.124,0,2,0,0,0,2,1,2
,4817062-Clear Hills,29,15,29,30,19,25,25,64
,4817064-Hines Creek,1,0,3,3,0,2,2,2
,4817076-Northern Lights County,4,2,2,4,3,0,3,0
,4817078-Manning,7,9,7,12,3,7,9,4
,4817093-High Level,42,42,29,47,14,39,89,88
,4817095-Mackenzie County,7,5,1,5,1,7,13,39
,4817097-Rainbow Lake,2,1,0,0,2,4,2,1
,4817824-Utikoomak Lake 155,0,1,0,0,0,0,0,0
,4817831-Swan River 150E,0,2,0,0,1,0,1,2
,4817845-Hay Lake 209,0,0,1,0,1,0,0,0
,4817856-Woodland Cree 226,0,0,0,0,1,0,0,0
,4818002-Fox Creek,17,13,8,16,9,14,53,19
,4818005-Grande Cache,5,9,6,18,7,20,21,36
,4818015-Greenview No. 16,8,2,2,6,1,0,7,6
,4818018-Valleyview,18,15,16,19,21,16,44,45
,4819006-Grande Prairie County No. 1,38,40,45,62,29,34,74,103
,4819008-Hythe,1,0,1,0,0,0,21,3
,4819009-Beaverlodge,8,12,7,14,8,8,10,6
,4819011-Wembley,5,7,6,12,8,7,7,8
,4819012-Grande Prairie,93,150,162,233,92,143,361,299
,4819038-Peace River,34,24,24,39,21,48,84,70
,4819041-Smoky River No. 130,3,37,3,47,28,32,50,22
,4819042-McLennan,1,14,36,11,16,25,25,53
,4819044-Donnelly,0,0,0,1,1,0,0,0
,4819048-Girouxville,10,35,18,36,20,18,13,16
,4819049-Birch Hills County,24,21,22,38,12,19,17,2
,4819056-Rycroft,1,2,2,4,3,4,13,6
,4819058-Spirit River,1,0,2,1,1,1,2,3
,4819059-Saddle Hills County,2,1,1,1,1,0,1,2
,4819071-Peace No. 135,0,0,0,0,0,0,0,1
,4819074-Grimshaw,7,5,10,15,10,14,10,28
,Unspecified,"1,226",614,325,177,134,73,466,525
Total,,"10,232","9,579","9,024","12,940","8,118","9,112","23,450","27,507"
British Columbia,3506008-Ottawa,0,0,0,0,0,0,0,1
,3520005-Toronto,0,0,1,0,0,0,1,0
,5901003-Elkford,0,1,1,1,2,0,12,26
,5901006-Sparwood,7,5,16,10,7,13,18,34
,5901012-Fernie,7,7,13,42,9,18,68,63
,5901017-East Kootenay A,2,5,1,9,6,7,10,3
,5901019-East Kootenay B,0,0,0,3,0,5,3,2
,5901022-Cranbrook,9,19,22,33,22,25,97,117
,5901028-Kimberley,0,2,1,7,6,3,8,16
,5901035-East Kootenay C,15,6,12,14,17,2,9,8
,5901037-East Kootenay E,3,3,4,3,1,1,18,0
,5901039-Invermere,13,16,13,22,19,6,24,20
,5901040-Radium Hot Springs,1,4,4,12,7,12,21,15
,5901043-Canal Flats,0,0,0,0,1,0,2,0
,5901046-East Kootenay F,1,2,0,1,1,4,40,33
,5901048-East Kootenay G,1,0,0,0,0,0,0,1
,5901806-Shuswap,2,2,5,8,2,6,13,26
,5903004-Creston,9,27,15,18,34,7,38,73
,5903010-Central Kootenay A,9,5,14,10,23,18,23,55
,5903011-Salmo,16,1,0,1,21,16,18,2
,5903013-Central Kootenay B,32,40,79,59,124,35,177,425
,5903015-Nelson,13,19,7,17,24,29,44,19
,5903017-Central Kootenay C,0,11,77,92,100,134,284,364
,5903032-New Denver,0,1,0,1,1,0,1,0
,5903041-Central Kootenay E,0,0,0,0,0,0,6,24
,5903045-Castlegar,3,1,7,32,9,9,18,32
,5903050-Nakusp,0,0,0,0,0,0,3,0
,5903052-Central Kootenay H,0,0,1,0,1,1,0,13
,5903056-Central Kootenay I,2,0,0,0,0,0,1,0
,5903058-Central Kootenay J,0,0,0,0,0,0,1,2
,5903060-Central Kootenay K,0,1,0,1,0,0,0,0
,5905014-Trail,3,1,2,6,2,2,18,33
,5905018-Warfield,1,0,0,0,0,0,0,0
,5905023-Rossland,1,2,6,2,2,2,5,4
,5905032-Grand Forks,40,10,83,43,87,84,83,98
,5905037-Midway,9,0,16,2,4,0,5,15
,5905042-Greenwood,0,3,0,0,0,0,1,0
,5905050-Kootenay Boundary C / Christina Lake,0,0,0,0,1,0,17,2
,5905052-Kootenay Boundary D / Rural Grand Forks,16,20,31,17,36,16,59,50
,5905054-Kootenay Boundary E / West Boundary,3,3,6,0,7,6,17,33
,5907005-Osoyoos,189,106,257,155,146,179,182,204
,5907009-Keremeos,47,29,89,46,67,72,37,53
,5907014-Oliver,196,104,185,133,128,111,104,406
,5907022-Okanagan-Similkameen A,29,56,113,100,105,92,189,155
,5907026-Okanagan-Similkameen B,115,124,190,212,179,213,271,215
,5907028-Okanagan-Similkameen C,113,94,200,229,235,245,352,333
,5907035-Summerland,49,60,82,179,184,215,211,404
,5907041-Penticton,81,59,147,116,215,118,313,353
,5907047-Okanagan-Similkameen D,337,403,747,487,541,632,523,"1,000"
,5907049-Okanagan-Similkameen E,0,0,5,9,14,12,6,46
,5907053-Okanagan-Similkameen G,38,54,114,69,130,124,159,223
,5907055-Okanagan-Similkameen H,4,3,6,2,3,9,20,28
,5907803-Penticton 1,0,1,0,0,2,0,1,2
,5907805-Chopaka 7 & 8,26,45,25,17,42,38,23,79
,5909009-Hope,5,13,40,20,25,10,44,85
,5909014-Fraser Valley A,3,2,5,0,2,0,2,14
,5909016-Fraser Valley B,2,3,5,6,0,1,4,7
,5909020-Chilliwack,636,800,957,"1,252","1,141","1,284","1,532","1,863"
,5909027-Harrison Hot Springs,7,8,9,17,15,16,29,29
,5909032-Kent,16,19,43,67,87,74,46,122
,5909034-Fraser Valley D,0,4,3,0,11,1,10,0
,5909035-Fraser Valley H,20,18,47,71,60,16,59,69
,5909036-Fraser Valley E,0,0,1,1,0,0,0,0
,5909048-Fraser Valley C,15,8,52,18,33,25,24,21
,5909052-Abbotsford,"2,104","2,867","4,240","3,856","4,296","3,854","5,158","6,073"
,5909056-Mission,39,57,60,88,85,58,188,230
,5909060-Fraser Valley F,11,2,46,11,50,6,52,150
,5909062-Fraser Valley G,25,24,102,119,62,54,104,120
,5909827-Soowahlie 14,0,1,0,0,0,2,0,3
,5909830-Tzeachten 13,4,7,5,20,15,26,79,30
,5909878-Matsqui Main 2,0,0,6,1,3,1,0,0
,5909884-Skowkale,0,4,0,56,0,0,38,0
,5915001-Langley,879,906,"1,514","1,269","1,508","1,611","1,772","2,588"
,5915002-Langley,29,50,71,117,109,130,194,155
,5915004-Surrey,"1,923","3,237","3,550","5,951","5,048","4,779","7,948","9,311"
,5915007-White Rock,12,8,16,38,20,45,53,64
,5915011-Delta,955,"1,091","1,392","1,403","1,295","1,157","2,046","2,480"
,5915015-Richmond,525,639,"1,005","1,173","1,099",920,"1,471","1,984"
,5915020-Greater Vancouver A,44,53,58,73,81,67,89,97
,5915022-Vancouver,"2,866","3,261","3,015","3,526","2,884","2,991","4,807","3,853"
,5915025-Burnaby,619,736,749,"1,145",922,978,"1,602","1,703"
,5915029-New Westminster,87,129,131,234,170,217,303,288
,5915034-Coquitlam,165,300,349,443,363,426,620,503
,5915036-Belcarra,3,1,0,0,0,0,1,0
,5915038-Anmore,0,0,2,3,4,3,2,4
,5915039-Port Coquitlam,86,100,150,166,192,169,269,249
,5915043-Port Moody,13,18,47,42,33,42,59,78
,5915046-North Vancouver,176,176,175,278,231,256,365,344
,5915051-North Vancouver,72,168,117,189,153,161,238,258
