Province/Territory,2016,2017,2018,2019,2020,2021,2022,2023,CSD_Code,CSD_Name
Manitoba,0,2,1,1,0,0,7,3,4604064,Lorne
Manitoba,2,1,1,2,2,0,4,7,4605025,Killarney - Turtle Mountain
Manitoba,0,0,1,0,0,0,1,1,4605038,Deloraine-Winchester
Manitoba,0,0,0,0,2,0,0,8,4605044,Brenda-Waskada
Manitoba,0,0,0,0,0,0,0,3,4605052,Melita
Manitoba,0,0,10,10,10,11,12,12,4605056,Two Borders
Manitoba,2,0,2,0,2,2,1,0,4605062,Grassland
Manitoba,3,0,3,4,3,0,0,0,4605071,Prairie Lakes
Manitoba,0,1,3,4,0,1,3,2,4606023,Pipestone
Manitoba,0,0,2,2,0,0,1,0,4606031,Wallace-Woodworth
Manitoba,4,3,8,7,10,1,18,16,4606034,Virden
Manitoba,2,5,4,7,13,20,13,7,4607052,Souris-Glenwood
Manitoba,1,0,0,1,0,0,0,0,4607057,Whitehead
Manitoba,0,0,0,0,0,0,6,0,4607060,Cornwallis
Manitoba,182,177,160,189,10,229,311,101,4607062,Brandon
Manitoba,1,0,0,2,3,3,7,4,4607068,Carberry
Manitoba,1,2,2,8,11,5,8,0,4607076,Riverdale
Manitoba,0,1,6,4,0,9,5,12,4608032,Norfolk-Treherne
Manitoba,10,8,7,16,22,12,18,30,4608042,Victoria
Manitoba,144,83,89,96,110,98,113,105,4608046,North Norfolk
Manitoba,0,0,0,0,0,0,1,0,4608055,Glenella-Lansdowne
Manitoba,0,0,2,0,0,4,0,13,4608060,WestLake-Gladstone
Manitoba,0,0,0,3,2,5,7,11,4609018,Grey
Manitoba,1,60,0,6,128,7,60,67,4609024,Portage la Prairie
Manitoba,162,128,238,227,143,120,110,124,4609029,Portage la Prairie
Manitoba,2,2,0,7,5,5,26,28,4610035,Macdonald
Manitoba,5,9,20,13,7,2,12,10,4610043,Cartier
Manitoba,0,0,0,0,0,0,2,0,4610052,St. François Xavier
Manitoba,197,196,311,481,445,625,"1,454","2,021",4611040,Winnipeg
Manitoba,1,1,15,18,2,4,53,30,4611042,Headingley
Manitoba,9,1,0,52,18,49,104,116,4612047,Springfield
Manitoba,0,0,0,0,0,0,12,10,4612056,Beausejour
Manitoba,0,5,0,5,0,0,5,14,4613032,East St. Paul
Manitoba,6,0,2,1,2,9,31,28,4613037,West St. Paul
Manitoba,5,1,4,10,28,0,34,36,4613043,St. Andrews
Manitoba,3,2,2,4,2,3,12,50,4613047,Selkirk
Manitoba,22,38,21,52,29,28,38,47,4613056,St. Clements
Manitoba,1,98,98,113,205,113,204,333,4614015,Rosser
Manitoba,0,0,2,1,2,2,8,15,4614031,Woodlands
Manitoba,0,8,17,37,41,84,135,231,4614036,Rockwood
Manitoba,6,73,15,14,17,9,18,30,4615020,Neepawa
Manitoba,0,0,0,0,4,17,15,19,4615032,Oakview
Manitoba,0,5,0,0,0,0,3,2,4615037,Hamiota
Manitoba,3,3,6,1,4,2,2,3,4615047,Ellice-Archie
Manitoba,5,5,4,3,8,1,7,6,4615056,Prairie View
Manitoba,0,0,0,1,0,0,2,1,4615063,Yellowhead
Manitoba,0,0,0,0,0,1,2,3,4615070,Harrison Park
Manitoba,8,6,5,11,6,7,17,13,4615075,Minnedosa
Manitoba,0,0,0,0,0,0,0,1,4615078,Rosedale
Manitoba,0,0,0,2,0,1,1,1,4616005,Rossburn
Manitoba,2,0,0,0,0,0,4,0,4616020,Riding Mountain West
Manitoba,5,4,3,2,3,1,4,7,4616030,Russell-Binscarth
Manitoba,24,7,3,8,14,7,24,5,4616048,Hillsburg-Roblin-Shell River
Manitoba,0,1,2,2,4,2,6,2,4617026,Alonsa
Manitoba,1,2,0,0,0,0,0,0,4617035,McCreary
Manitoba,0,0,0,0,3,2,5,2,4617041,Ste. Rose
Manitoba,41,6,23,36,18,0,40,0,4617048,Dauphin
Manitoba,5,10,10,16,16,10,61,57,4617050,Dauphin
Manitoba,43,58,53,68,75,28,75,84,4617054,Gilbert Plains
Manitoba,0,0,0,1,0,0,2,26,4617058,Grandview
Manitoba,0,1,0,0,0,0,0,0,4617072,Mossey River
Manitoba,2,0,1,0,1,0,0,3,4618031,Gimli
Manitoba,0,0,0,0,1,3,0,1,4618034,Winnipeg Beach
Manitoba,0,0,0,0,0,0,5,0,4618037,Armstrong
Manitoba,0,0,0,2,0,0,6,2,4618040,St. Laurent
Manitoba,0,0,0,0,0,1,0,4,4618044,Coldwell
Manitoba,2,1,0,3,3,3,17,15,4618060,Grahamdale
Manitoba,0,0,0,0,0,2,0,1,4618067,Fairford (Part) 50
Manitoba,3,7,8,15,8,5,6,17,4618068,Fisher
Manitoba,8,6,6,13,11,25,22,16,4618074,Arborg
Manitoba,0,0,0,0,0,0,6,4,4618076,Bifrost-Riverton
Manitoba,0,1,0,0,0,0,0,0,4619045,"Division No. 19, Unorganized"
Manitoba,0,0,1,0,0,0,0,0,4619052,Bloodvein 12
Manitoba,0,0,0,0,2,0,0,2,4619059,Peguis 1B
Manitoba,4,0,0,0,0,0,0,0,4619075,Poplar River 16
Manitoba,0,0,0,0,0,0,0,1,4619079,Pauingassi First Nation
Manitoba,0,0,0,0,0,0,0,4,4620042,Swan Valley West
Manitoba,0,1,2,7,3,1,10,39,4620048,Swan River
Manitoba,0,0,3,0,1,12,1,0,4620051,Minitonas-Bowsman
Manitoba,0,1,3,2,1,0,3,1,4621027,Grand Rapids 33
Manitoba,7,0,4,0,0,0,7,7,4621043,Opaskwayak Cree Nation 21E
Manitoba,0,8,0,11,2,7,46,37,4621045,The Pas
Manitoba,0,3,0,3,1,0,14,16,4621064,Flin Flon (Part)
Manitoba,0,0,0,0,1,0,0,0,4621071,Snow Lake
Manitoba,19,19,5,17,5,14,65,47,4622026,Thompson
Manitoba,0,0,0,0,0,0,0,5,4622046,"Division No. 22, Unorganized"
Manitoba,0,0,0,0,0,1,4,0,4622055,God's River 86A
Manitoba,0,0,1,1,0,0,0,0,4622059,Nelson House 170
Manitoba,0,0,0,0,0,0,0,1,4622063,Split Lake (Part) 171
Manitoba,0,0,0,0,1,0,0,0,4622065,York Landing
Manitoba,1,1,0,1,0,0,0,0,4623047,Lynn Lake
Manitoba,3,17,19,13,5,0,0,0,4623056,Churchill
Manitoba,0,0,0,0,0,0,0,1,4623064,Pukatawagan 198
Manitoba,0,0,0,0,0,0,0,1,4623071,Shamattawa 1
Manitoba,79,90,9,6,8,1,38,62,Unspecified,
Saskatchewan,2,0,0,0,2,2,5,1,4701008,Carnduff
Saskatchewan,0,3,1,0,0,1,5,5,4701014,Oxbow
Saskatchewan,0,0,0,2,0,0,0,0,4701017,Frobisher
Saskatchewan,0,0,0,2,0,0,6,0,4701021,Bienfait
Saskatchewan,12,3,34,34,4,10,15,9,4701024,Estevan
Saskatchewan,3,1,4,3,20,6,10,6,4701032,Lampman
Saskatchewan,0,2,0,1,0,0,0,0,4701039,Reciprocity No. 32
Saskatchewan,2,2,4,0,3,0,2,0,4701047,Antler No. 61
Saskatchewan,0,0,0,0,0,1,2,3,4701049,Redvers
Saskatchewan,3,1,3,3,2,0,10,8,4701056,Carlyle
Saskatchewan,0,0,0,0,3,1,3,3,4701058,Brock No. 64
Saskatchewan,2,3,1,7,2,0,2,2,4701059,Arcola
Saskatchewan,0,0,0,0,0,0,1,0,4701066,Stoughton
Saskatchewan,0,0,2,0,0,0,0,0,4701069,Golden West No. 95
Saskatchewan,0,0,0,0,0,2,1,0,4701078,Wawota
Saskatchewan,0,0,0,2,0,0,2,0,4701091,Walpole No. 92
Saskatchewan,1,1,0,0,0,0,0,0,4702001,Cambria No. 6
Saskatchewan,0,1,0,11,5,2,5,0,4702002,Torquay
Saskatchewan,0,2,0,4,3,6,10,6,4702006,Souris Valley No. 7
Saskatchewan,1,0,1,0,4,0,6,4,4702016,Minton
Saskatchewan,1,2,0,1,1,0,0,0,4702024,Bengough No. 40
Saskatchewan,0,0,1,4,0,2,3,0,4702028,Ceylon
Saskatchewan,0,4,1,0,0,0,1,2,4702031,Radville
Saskatchewan,0,1,0,0,0,0,0,0,4702038,Halbrite
Saskatchewan,0,0,0,0,0,0,1,0,4702041,Macoun
Saskatchewan,6,6,1,12,13,8,21,34,4702047,Weyburn
Saskatchewan,0,0,0,0,0,0,2,0,4702058,Ogema
Saskatchewan,0,0,0,1,0,0,1,0,4702062,Avonlea
Saskatchewan,0,0,0,1,0,1,3,0,4702067,Milestone
Saskatchewan,0,0,0,0,0,0,1,0,4702071,Lang
Saskatchewan,0,0,3,0,0,0,0,0,4702072,Yellow Grass
Saskatchewan,0,0,0,0,0,0,1,0,4702073,Wellington No. 97
Saskatchewan,0,2,0,0,0,0,7,8,4702078,Fillmore
Saskatchewan,0,1,0,0,0,0,2,0,4702079,Creelman
Saskatchewan,0,9,5,27,1,0,0,6,4703004,Coronach
Saskatchewan,0,0,0,0,0,0,0,1,4703009,Rockglen
Saskatchewan,0,0,1,0,0,1,0,0,4703011,Old Post No. 43
Saskatchewan,0,0,0,0,0,1,0,1,4703018,Mankota No. 45
Saskatchewan,0,0,0,0,1,0,1,0,4703022,Waverley No. 44
Saskatchewan,1,0,0,2,0,0,0,0,4703028,Willow Bunch
Saskatchewan,2,2,2,0,0,1,1,0,4703029,Excel No. 71
Saskatchewan,2,2,2,0,0,2,4,13,4703036,Assiniboia
Saskatchewan,1,1,0,0,1,0,0,0,4703038,Stonehenge No. 73
Saskatchewan,1,0,0,2,1,2,5,3,4703044,Lafleche
Saskatchewan,2,2,1,2,2,4,2,3,4703051,Kincaid
Saskatchewan,4,0,4,0,0,0,13,17,4703052,Hazenmore
Saskatchewan,1,2,0,2,0,0,8,0,4703058,Ponteix
Saskatchewan,0,3,0,2,0,3,1,1,4703059,Whiska Creek No. 106
Saskatchewan,0,0,0,1,1,1,1,2,4703071,Gravelbourg
Saskatchewan,0,0,0,0,2,0,2,1,4703074,Sutton No. 103
Saskatchewan,2,2,2,2,1,0,1,5,4703092,Mossbank
Saskatchewan,1,0,0,0,0,0,0,0,4704002,Val Marie
Saskatchewan,0,0,0,1,0,0,0,0,4704003,Val Marie No. 17
Saskatchewan,0,0,0,1,0,0,1,0,4704009,Climax
Saskatchewan,0,0,1,1,0,0,2,0,4704019,Reno No. 51
Saskatchewan,1,3,0,1,0,0,5,0,4704026,Eastend
Saskatchewan,3,4,3,1,1,0,1,0,4704036,Shaunavon
Saskatchewan,1,3,3,4,1,3,1,3,4704048,Maple Creek
Saskatchewan,0,0,0,0,0,0,4,0,4704061,Lac Pelletier No. 107
Saskatchewan,8,9,2,4,6,3,15,30,4705004,Moosomin
Saskatchewan,1,0,0,0,0,0,0,0,4705011,Silverwood No. 123
Saskatchewan,0,5,0,1,1,0,5,9,4705016,Kipling
Saskatchewan,9,6,3,7,5,3,4,0,4705018,Chester No. 125
Saskatchewan,0,1,2,2,0,0,2,1,4705024,Wolseley
Saskatchewan,3,2,0,3,5,2,1,7,4705029,Grenfell
Saskatchewan,0,0,0,0,0,0,0,2,4705031,Broadview
Saskatchewan,4,4,1,4,2,0,0,1,4705034,Whitewood
Saskatchewan,10,10,10,18,9,6,17,36,4705038,Rocanville
Saskatchewan,0,0,1,0,0,0,0,0,4705041,Spy Hill No. 152
Saskatchewan,20,14,14,12,23,13,20,11,4705048,Langenburg
Saskatchewan,0,0,4,0,0,0,0,0,4705051,Fertile Belt No. 183
Saskatchewan,8,1,3,4,4,0,12,27,4705052,Esterhazy
Saskatchewan,0,0,0,5,0,0,3,0,4705057,Grayson No. 184
Saskatchewan,0,0,1,0,0,0,0,0,4705066,Lemberg
Saskatchewan,15,5,7,12,4,3,11,17,4705074,Melville
Saskatchewan,0,0,3,3,0,4,5,4,4705077,Saltcoats No. 213
Saskatchewan,0,0,0,1,0,1,0,2,4705079,Bredenbury
Saskatchewan,4,11,17,16,27,14,24,33,4705096,MacNutt
Saskatchewan,1,2,2,2,0,0,3,2,4706002,Montmartre
Saskatchewan,0,0,0,1,0,0,0,0,4706004,Francis No. 127
Saskatchewan,0,0,2,2,3,1,2,1,4706008,Sedley
Saskatchewan,1,7,7,5,5,5,20,0,4706011,Lajord No. 128
Saskatchewan,6,1,2,1,1,0,1,0,4706022,Belle Plaine
Saskatchewan,0,0,0,0,0,0,0,1,4706023,Pense
Saskatchewan,0,0,0,4,0,7,18,19,4706026,Sherwood No. 159
Saskatchewan,126,127,94,138,94,156,343,459,4706027,Regina
Saskatchewan,5,0,4,12,5,3,9,15,4706029,Edenwold No. 158
Saskatchewan,6,2,0,6,6,0,16,23,4706030,White City
Saskatchewan,1,2,0,6,1,2,18,2,4706031,Pilot Butte
Saskatchewan,0,0,0,3,1,4,9,3,4706032,Balgonie
Saskatchewan,0,0,0,1,0,0,5,0,4706036,Qu'Appelle
Saskatchewan,4,0,2,4,6,17,16,30,4706039,Indian Head
Saskatchewan,1,0,0,0,0,0,0,0,4706042,Abernethy No. 186
Saskatchewan,0,0,0,0,0,0,1,2,4706047,Balcarres
Saskatchewan,1,2,0,0,0,1,0,3,4706049,Lebret
Saskatchewan,2,2,1,4,1,0,4,6,4706051,Fort Qu'Appelle
Saskatchewan,0,0,0,0,0,0,2,4,4706055,Buena Vista
Saskatchewan,9,8,8,8,8,17,9,26,4706056,Lumsden
Saskatchewan,8,18,7,14,2,15,14,7,4706058,Regina Beach
Saskatchewan,0,0,0,0,16,4,0,8,4706059,Dufferin No. 190
Saskatchewan,1,0,2,1,0,0,2,0,4706063,Sarnia No. 221
Saskatchewan,4,4,0,5,0,0,3,2,4706064,Chamberlain
Saskatchewan,17,15,15,15,15,18,15,15,4706070,Longlaketon No. 219
Saskatchewan,2,0,4,3,2,5,0,5,4706074,Strasbourg
Saskatchewan,1,1,0,0,0,0,1,3,4706092,Southey
Saskatchewan,0,0,0,0,0,0,5,5,4706094,Cupar
Saskatchewan,0,0,0,0,0,1,0,0,4706096,Lipton No. 217
Saskatchewan,0,0,0,0,0,0,0,4,4706813,Muscowpetung 80
Saskatchewan,0,0,0,0,2,0,0,0,4707001,Baildon No. 131
Saskatchewan,0,2,0,1,0,0,2,2,4707014,Lawtonia No. 135
Saskatchewan,0,3,0,0,0,0,0,0,4707018,Coulee No. 136
Saskatchewan,0,0,0,1,0,0,0,0,4707021,Excelsior No. 166
Saskatchewan,0,0,1,0,1,0,0,0,4707022,Waldeck
Saskatchewan,0,0,0,0,0,2,1,2,4707024,Morse No. 165
Saskatchewan,0,2,0,0,0,0,0,1,4707026,Herbert
Saskatchewan,0,0,0,0,0,0,2,0,4707031,Chaplin
Saskatchewan,0,0,0,0,0,1,2,0,4707034,Mortlach
Saskatchewan,2,0,3,5,2,2,2,1,4707037,Caronport
Saskatchewan,0,0,0,0,0,0,5,10,4707038,Moose Jaw No. 161
Saskatchewan,6,5,5,16,11,11,111,72,4707039,Moose Jaw
Saskatchewan,12,12,10,10,21,1,8,14,4707042,Marquis No. 191
Saskatchewan,0,0,1,1,0,0,1,0,4707043,Tuxford
Saskatchewan,0,0,0,0,2,5,1,3,4707054,Central Butte
Saskatchewan,1,0,1,0,0,0,0,0,4707059,Lucky Lake
Saskatchewan,1,0,1,0,0,0,0,2,4707063,Victory No. 226
Saskatchewan,0,0,0,0,2,0,1,1,4707067,Coteau No. 255
Saskatchewan,0,4,2,5,6,0,17,14,4707071,Maple Bush No. 224
Saskatchewan,12,10,13,73,44,8,101,84,4708004,Swift Current
Saskatchewan,4,0,1,11,3,1,6,4,4708006,Webb No. 138
Saskatchewan,0,0,0,0,0,0,0,1,4708022,Richmound
Saskatchewan,0,0,0,0,0,0,2,0,4708028,Pittville No. 169
Saskatchewan,2,1,10,3,3,1,2,3,4708031,Riverside No. 168
Saskatchewan,1,4,3,3,3,5,4,3,4708042,Lacadena No. 228
Saskatchewan,0,0,0,1,2,0,0,0,4708046,Miry Creek No. 229
Saskatchewan,0,1,0,0,0,0,0,0,4708049,Lancer
Saskatchewan,0,7,2,0,0,0,2,1,4708053,Clinworth No. 230
Saskatchewan,0,0,0,0,0,0,1,0,4708057,Prelate
Saskatchewan,0,3,1,1,2,1,8,4,4708058,Leader
Saskatchewan,3,0,4,5,4,2,5,10,4708061,Deer Forks No. 232
Saskatchewan,0,0,0,2,0,0,0,1,4708062,Burstall
Saskatchewan,20,17,11,20,17,18,3,10,4708068,Eatonia
Saskatchewan,3,2,1,2,4,3,0,3,4708076,Eston
Saskatchewan,5,0,0,4,1,0,2,4,4708094,Elrose
Saskatchewan,2,0,0,0,0,0,0,0,4709006,Wallace No. 243
Saskatchewan,0,0,0,0,0,2,0,0,4709009,Rhein
Saskatchewan,0,0,2,12,0,0,1,8,4709011,Orkney No. 244
Saskatchewan,11,6,4,4,16,12,23,33,4709012,Yorkton
Saskatchewan,0,0,0,0,1,0,2,0,4709023,Insinger No. 275
Saskatchewan,0,0,0,0,0,1,1,0,4709029,Good Lake No. 274
Saskatchewan,1,0,0,0,0,0,2,3,4709032,Canora
Saskatchewan,0,0,0,0,0,0,1,0,4709038,Togo
Saskatchewan,2,1,0,1,0,0,9,2,4709039,Kamsack
Saskatchewan,0,0,0,0,0,0,0,4,4709058,Invermay
Saskatchewan,0,0,0,2,1,1,0,0,4709060,Hazel Dell No. 335
Saskatchewan,2,2,0,2,1,1,2,4,4709064,Preeceville
Saskatchewan,0,0,0,0,0,1,2,2,4709066,Sturgis
Saskatchewan,5,0,0,0,0,0,1,2,4709069,Stenen
Saskatchewan,0,0,0,1,0,0,0,0,4709072,Norquay
Saskatchewan,0,0,0,1,0,1,0,0,4709075,Livingston No. 331
Saskatchewan,0,0,0,0,0,3,0,5,4710004,Ituna
Saskatchewan,1,0,0,4,2,0,0,1,4710009,Kelliher
Saskatchewan,0,0,0,0,1,1,0,0,4710022,Semans
Saskatchewan,0,0,0,0,0,0,0,1,4710027,Raymore
Saskatchewan,0,0,3,0,0,0,0,0,4710036,Foam Lake No. 276
Saskatchewan,0,1,0,1,0,1,2,2,4710038,Foam Lake
Saskatchewan,0,0,0,2,0,0,8,1,4710046,Big Quill No. 308
Saskatchewan,0,0,0,0,0,1,0,2,4710052,Prairie Rose No. 309
Saskatchewan,1,0,0,0,0,0,0,0,4710056,Leroy No. 339
Saskatchewan,0,0,0,1,5,0,7,15,4710058,Leroy
Saskatchewan,5,4,10,36,4,18,5,7,4710062,Watson
Saskatchewan,2,6,1,13,17,6,11,8,4710064,Quill Lake
Saskatchewan,0,4,3,3,15,3,6,11,4710068,Wadena
Saskatchewan,0,0,0,0,0,0,0,1,4710071,Sasman No. 336
Saskatchewan,0,0,1,0,0,0,0,0,4711002,Duval
Saskatchewan,0,1,1,1,0,0,0,0,4711004,Govan
Saskatchewan,1,0,0,0,0,0,3,0,4711008,Imperial
Saskatchewan,0,0,0,2,0,1,7,2,4711014,Davidson
Saskatchewan,0,0,0,0,0,0,2,2,4711018,Loreburn No. 254
Saskatchewan,3,1,0,0,4,1,4,1,4711019,Elbow
Saskatchewan,0,1,0,1,1,1,1,8,4711026,Rudy No. 284
Saskatchewan,49,60,62,54,62,72,41,82,4711027,Outlook
Saskatchewan,0,0,0,0,0,0,5,0,4711036,Kenaston
Saskatchewan,1,1,3,2,6,5,7,9,4711038,Bladworth
Saskatchewan,0,0,0,0,1,2,1,0,4711039,Wood Creek No. 281
Saskatchewan,0,0,1,0,0,2,0,0,4711048,Drake
Saskatchewan,0,1,0,0,0,0,3,2,4711049,Lanigan
Saskatchewan,1,0,1,3,0,0,8,6,4711053,Watrous
Saskatchewan,0,0,0,0,0,0,0,4,4711054,Manitou Beach
Saskatchewan,0,2,1,3,0,0,0,7,4711061,Dundurn No. 314
Saskatchewan,9,8,9,10,7,6,4,24,4711065,Corman Park No. 344
Saskatchewan,145,139,224,147,158,201,436,577,4711066,Saskatoon
Saskatchewan,0,0,0,0,0,0,0,2,4711067,Langham
Saskatchewan,12,1,16,14,13,19,29,32,4711068,Warman
Saskatchewan,11,9,11,22,1,11,24,24,4711069,Blucher No. 343
Saskatchewan,0,1,2,3,1,1,8,11,4711070,Martensville
Saskatchewan,0,0,3,0,0,0,0,0,4711072,Allan
Saskatchewan,0,1,8,0,3,20,1,15,4711075,Osler
Saskatchewan,1,1,1,0,0,0,0,0,4711079,Colonsay
Saskatchewan,0,2,4,4,3,2,3,2,4711091,Viscount No. 341
Saskatchewan,0,0,0,0,0,1,0,0,4712004,St. Andrews No. 287
Saskatchewan,1,0,5,3,5,1,10,12,4712006,Rosetown
Saskatchewan,2,0,0,2,0,0,3,4,4712012,Milden
Saskatchewan,1,0,1,0,0,0,0,0,4712016,Dinsmore
Saskatchewan,2,0,0,1,0,0,0,0,4712020,Fertile Valley No. 285
Saskatchewan,4,2,0,4,0,1,7,2,4712026,Montrose No. 315
Saskatchewan,0,0,0,3,3,2,4,3,4712038,Mountain View No. 318
Saskatchewan,2,1,3,12,3,1,7,9,4712046,Biggar
Saskatchewan,4,6,12,0,1,2,2,0,4712054,Vanscoy No. 345
Saskatchewan,0,0,0,0,0,1,0,0,4712059,Asquith
Saskatchewan,2,0,0,13,6,1,5,0,4712064,Eagle Creek No. 376
Saskatchewan,2,3,5,2,1,4,4,30,4712079,Battleford
Saskatchewan,0,0,0,0,0,0,1,0,4713006,Kindersley No. 290
Saskatchewan,8,7,3,9,11,8,37,33,4713008,Kindersley
Saskatchewan,1,0,2,2,0,0,0,0,4713011,Milton No. 292
Saskatchewan,0,0,1,0,0,0,0,0,4713026,Coleville
Saskatchewan,2,0,2,5,0,0,4,0,4713028,Winslow No. 319
Saskatchewan,0,0,0,0,0,3,4,0,4713032,Grandview No. 349
Saskatchewan,2,0,0,4,0,3,2,5,4713042,Kerrobert
Saskatchewan,1,0,1,0,0,1,0,0,4713044,Luseland
Saskatchewan,0,0,0,0,0,0,1,3,4713046,Heart's Hill No. 352
Saskatchewan,0,1,0,0,0,0,2,14,4713049,Eye Hill No. 382
Saskatchewan,2,0,0,1,0,0,3,1,4713051,Macklin
Saskatchewan,0,0,1,1,0,0,0,1,4713069,Wilkie
Saskatchewan,1,0,0,5,1,4,7,3,4713074,Unity
Saskatchewan,0,0,0,0,2,2,3,4,4713076,Senlac No. 411
Saskatchewan,0,0,0,0,0,0,1,0,4713091,Marsden
Saskatchewan,0,0,7,5,5,5,6,9,4713092,Hillsdale No. 440
Saskatchewan,3,6,2,6,3,5,5,5,4713098,Cut Knife
Saskatchewan,1,0,0,1,0,1,0,0,4713836,Little Pine 116
Saskatchewan,4,5,2,3,3,2,1,2,4714004,Hudson Bay
Saskatchewan,0,0,0,0,1,0,0,0,4714006,Porcupine No. 395
Saskatchewan,12,10,10,22,14,24,25,28,4714007,Porcupine Plain
Saskatchewan,0,0,1,3,2,4,8,7,4714022,Kelvington
Saskatchewan,0,0,0,0,1,0,0,0,4714025,Fosston
Saskatchewan,0,0,28,0,0,5,3,0,4714026,Spalding No. 368
Saskatchewan,0,0,0,1,0,0,0,0,4714032,Naicam
Saskatchewan,2,0,3,7,0,0,8,0,4714034,Barrier Valley No. 397
Saskatchewan,11,15,9,21,15,5,12,29,4714035,Pleasantdale No. 398
Saskatchewan,0,0,0,0,2,2,0,1,4714038,Bjorkdale No. 426
Saskatchewan,0,0,0,0,0,0,0,1,4714043,Tisdale No. 427
Saskatchewan,0,0,0,4,1,1,8,9,4714044,Tisdale
Saskatchewan,6,18,9,21,14,11,31,76,4714051,Melfort
Saskatchewan,31,27,36,44,34,30,34,115,4714056,Connaught No. 457
Saskatchewan,4,5,7,7,6,6,0,27,4714067,Moose Range No. 486
Saskatchewan,10,7,10,10,11,6,5,14,4714069,Carrot River
Saskatchewan,0,0,0,0,0,0,0,2,4714072,Nipawin No. 487
Saskatchewan,17,7,14,14,18,13,2,5,4714073,Aylsham
Saskatchewan,19,14,16,17,14,21,26,44,4714076,Nipawin
Saskatchewan,0,0,2,2,2,1,2,0,4714077,Torch River No. 488
Saskatchewan,0,0,0,0,0,0,5,0,4715001,St. Peter No. 369
Saskatchewan,31,25,22,26,24,13,28,22,4715008,Humboldt
Saskatchewan,3,8,13,8,0,20,8,7,4715011,Bayne No. 371
Saskatchewan,1,0,0,0,0,0,0,0,4715017,Vonda
Saskatchewan,2,2,3,3,3,3,3,0,4715018,Aberdeen No. 373
Saskatchewan,0,0,0,7,8,4,16,0,4715026,Laird No. 404
Saskatchewan,0,0,0,0,0,1,0,0,4715027,Hepburn
Saskatchewan,0,3,0,0,9,0,0,2,4715032,Rosthern
Saskatchewan,0,1,1,2,0,0,0,0,4715038,Alvena
Saskatchewan,1,1,0,0,0,0,1,6,4715049,St. Brieux
Saskatchewan,0,2,2,6,4,9,8,27,4715054,Invergordon No. 430
Saskatchewan,0,0,0,2,0,0,0,0,4715057,St. Louis No. 431
Saskatchewan,0,0,1,0,0,0,2,3,4715062,Duck Lake
Saskatchewan,0,2,2,3,0,0,1,1,4715064,Prince Albert No. 461
Saskatchewan,18,13,5,9,4,7,34,28,4715066,Prince Albert
Saskatchewan,0,0,1,0,0,0,4,2,4715070,Candle Lake
Saskatchewan,20,16,6,20,16,15,26,21,4715074,Kinistino
Saskatchewan,1,0,0,0,1,0,1,1,4715075,Lakeland No. 521
Saskatchewan,0,0,0,1,2,6,10,9,4715844,One Arrow 95
Saskatchewan,0,0,0,0,0,0,1,0,4715847,Muskoday First Nation
Saskatchewan,0,1,1,0,0,0,0,0,4716005,Mayfield No. 406
Saskatchewan,1,1,1,3,1,1,5,1,4716009,Radisson
Saskatchewan,0,2,0,1,0,0,0,0,4716011,Borden
Saskatchewan,0,0,0,1,0,0,0,0,4716016,Blaine Lake
Saskatchewan,0,0,0,0,0,0,0,1,4716022,Hafford
Saskatchewan,0,2,0,2,2,0,4,4,4716023,Douglas No. 436
Saskatchewan,1,2,0,7,3,0,0,0,4716026,Richard
Saskatchewan,18,12,18,19,12,40,43,72,4716029,North Battleford
Saskatchewan,7,12,7,6,27,8,25,29,4716041,Leask No. 464
Saskatchewan,11,44,8,32,38,29,27,66,4716047,Shellbrook
Saskatchewan,0,0,0,0,0,0,4,0,4716053,Prince Albert National Park
Saskatchewan,0,0,0,0,0,0,1,0,4716054,Debden
Saskatchewan,0,0,1,0,1,0,0,2,4716056,Spiritwood No. 496
Saskatchewan,0,2,1,0,0,3,1,2,4716058,Spiritwood
Saskatchewan,0,2,2,2,0,1,2,2,4716062,Medstead No. 497
Saskatchewan,4,1,6,9,0,9,1,5,4716072,Big River
Saskatchewan,0,0,4,0,0,0,0,0,4716860,Ahtahkakoop 104
Saskatchewan,0,0,1,3,1,2,1,7,4716863,Chitek Lake 191
Saskatchewan,0,0,2,0,0,3,3,3,4717006,Meota
Saskatchewan,2,5,1,3,3,9,6,4,4717018,Maidstone
Saskatchewan,0,1,1,2,1,1,3,1,4717024,Lashburn
Saskatchewan,19,16,19,12,16,4,11,7,4717029,Lloydminster (Part)
Saskatchewan,1,2,0,0,1,0,2,4,4717032,Frenchman Butte No. 501
Saskatchewan,4,4,3,3,0,3,2,2,4717036,St. Walburg
Saskatchewan,1,1,0,0,1,0,0,0,4717041,Turtleford
Saskatchewan,1,0,0,0,0,0,0,1,4717045,Mervin No. 499
Saskatchewan,1,0,0,1,0,0,0,0,4717047,Parkdale No. 498
Saskatchewan,8,15,11,6,10,7,20,38,4717052,Meadow Lake
Saskatchewan,0,4,1,1,0,0,2,0,4717062,Beaver River No. 622
Saskatchewan,0,0,5,5,12,7,2,35,4717807,Makwa Lake 129B
Saskatchewan,0,2,0,0,1,1,1,0,4717812,Moosomin 112B
Saskatchewan,0,0,1,0,0,0,1,0,4718021,Green Lake
Saskatchewan,0,0,0,0,0,0,3,3,4718033,Beauval
Saskatchewan,0,3,0,4,0,1,6,1,4718041,La Ronge
Saskatchewan,0,0,0,1,0,0,1,0,4718051,Creighton
